aId	sId	orig	cent	au	title	incipit	irreg	nbLin	nbLg	lnNbr	lnTxt	met	rhys	rw	r1	r2	r3	r4	enj	ent
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	3	suena el abecedario monocorde	1 6 10	ABAB CDCD EF- EF-	monocorde	ABAB	CDCD	EF-	EF-	1	pb_noun_prep
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	4	de la rana y la marcha del cangrejo.	3 6 10	ABAB CDCD EF- EF-	cangrejo	ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	5	Un genuflexional talabartero,	1 6 10	ABAB CDCD EF- EF-	talabartero	ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	6	asiento de la flema y de la grasa,	2 6 10	ABAB CDCD EF- EF-	grasa	ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	7	con el rostro redondo como un cero,	3 6 9 10	ABAB CDCD EF- EF-	cero	ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	8	y una labrada tez como la pasa;	1 4 6 10	ABAB CDCD EF- EF-	pasa	ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	9	dispone de perfil, frente a un cachito	2 6 7 8 10	ABAB CDCD EF- EF-	cachito	ABAB	CDCD	EF-	EF-	1	pb_noun_prep
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	10	de cristal azogado, su incipiente	3 6 10	ABAB CDCD EF- EF-	incipiente	ABAB	CDCD	EF-	EF-	1	pb_adj_noun
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	11	piel de antediluviano karabaw,	1 6 10	ABAB CDCD EF- EF-		ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	12	mientras leo en mi silla a voz en grito,	3 6 8 10	ABAB CDCD EF- EF-	grito	ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	13	riéndome a mandíbula batiente,	1 5 9	ABAB CDCD EF- EF-	batiente	ABAB	CDCD	EF-	EF-	0	
003t	s003t_0064	fil	20	Bernabé, Manuel	QUISICOSAS II CUADRO MAÑANERO	Amanece en el barrio. Desde el borde	0	14	4	14	La Degeneración de Max Nordau.	6 8 9	ABAB CDCD EF- EF-		ABAB	CDCD	EF-	EF-	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	1	Date a mí cuerpo a cuerpo. Tú me endosas	1 3 4 6 8 10	ABAB CDCD EEF GGF	endosas	ABAB	CDCD	EEF	GGF	1	ex_subj_verb
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	2	tu tierno corazón y carne dura,	2 6 8 10	ABAB CDCD EEF GGF	dura	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	3	y adelantas al tiempo y a las cosas	3 6 9	ABAB CDCD EEF GGF	cosas	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	4	nuestra concupiscencia prematura.	6 10	ABAB CDCD EEF GGF	prematura	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	5	Te sorprendiera así, sacrificada,	4 6 10	ABAB CDCD EEF GGF	sacrificada	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	6	¡oh! Anticristesa, en pasional calvario,	5 9 11	ABAB CDCD EEF GGF	calvario	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	7	demostrando la nada de tu nada	3 6 10	ABAB CDCD EEF GGF	nada	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	8	en un estado semi-originario.	2 4 6 10	ABAB CDCD EEF GGF	semi	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	9	¿Qué más da? Tú amas; y el amor en todo	1 2 3 4 8 10	ABAB CDCD EEF GGF	todo	ABAB	CDCD	EEF	GGF	1	pb_relword
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	10	arroja hasta el Thabor o hunde hasta el lodo...	2 6 7 10	ABAB CDCD EEF GGF	lodo	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	11	Tal el amor cristiano y neroniano...	1 4 6 10	ABAB CDCD EEF GGF	neroniano	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	12	Dios propio se hizo símil estrambótico	1 2 4 6 10	ABAB CDCD EEF GGF	estrambótico	ABAB	CDCD	EEF	GGF	1	pb_adj_prep
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	13	del hombre, como yo, sadista erótico,	2 6 8 10	ABAB CDCD EEF GGF	erótico	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0065	fil	20	Bernabé, Manuel	QUISICOSAS III A UNA	Date a mí cuerpo a cuerpo. Tú me endosas	0	14	4	14	me torno humano, demasiado humano.	2 4 8 10	ABAB CDCD EEF GGF	humano	ABAB	CDCD	EEF	GGF	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	1	Se ha secado la rosa que me diste,	1 3 6 10	ABBA ABBA CCD EED	diste	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	2	en el alado círculo de un día,	4 6 9 10	ABBA ABBA CCD EED	día	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	3	y su matiz de oro y poesía,	4 5 8	ABBA ABBA CCD EED	poesía	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	4	encanto de los ojos, ya no existe.	2 6 8 9 10	ABBA ABBA CCD EED	existe	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	5	El corazón, empero, se resiste	4 6 10	ABBA ABBA CCD EED	resiste	ABBA	ABBA	CCD	EED	1	pb_verb_cprep
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	6	a juntarse a la rosa en su agonía,	3 6 10	ABBA ABBA CCD EED	agonía	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	7	que, marchitas sus hojas, todavía	3 6 10	ABBA ABBA CCD EED	todavía	ABBA	ABBA	CCD	EED	1	pb_verb_adv
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	8	vive en ellas el alma que pusiste.	1 3 6 10	ABBA ABBA CCD EED	pusiste	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	9	Compadezco tu suerte, rosa hermana:	3 6 8 10	ABBA ABBA CCD EED	hermana	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	10	un viento cruel arrastrará mañana	1 2 4 8 10	ABBA ABBA CCD EED	mañana	ABBA	ABBA	CCD	EED	1	ex_dobj_verb
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	11	tus galas por los légamos del río;	2 6 10	ABBA ABBA CCD EED	río	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	12	Pero, ¿qué importa? La modesta rosa	3 4 8 10	ABBA ABBA CCD EED	rosa	ABBA	ABBA	CCD	EED	1	cc_crossclause
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	13	que ardió en el pecho de Lolita hermosa,	2 4 8 10	ABBA ABBA CCD EED	hermosa	ABBA	ABBA	CCD	EED	0	
003t	s003t_0066	fil	20	Bernabé, Manuel	LA ROSA QUE ME DISTE	Se ha secado la rosa que me diste,	0	14	4	14	vive en la fama y en el verso mío.	1 4 7 9	ABBA ABBA CCD EED	mío	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	1	Hay un poco de sol. Labriego hermano,	1 2 5 7 10	ABBA ABBA CCD EED	hermano	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	2	ve a recoger las zarzas del sendero,	1 4 6 10	ABBA ABBA CCD EED	sendero	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	3	que cuando pase aquélla que más quiero	4 6 9 10	ABBA ABBA CCD EED	quiero	ABBA	ABBA	CCD	EED	1	pb_verb_adv
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	4	no se hiera las plantas ni la mano.	1 3 6 10	ABBA ABBA CCD EED	mano	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	5	Cuando la mires asomada al llano,	4 8 10	ABBA ABBA CCD EED	llano	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	6	la tez de rosa y el andar ligero,	2 4 8 10	ABBA ABBA CCD EED	ligero	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	7	tiéndela el parasol, y el sol de enero	1 6 8 10	ABBA ABBA CCD EED	enero	ABBA	ABBA	CCD	EED	1	ex_subj_verb
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	8	ceda al imperio de mi amor galano.	1 4 8 10	ABBA ABBA CCD EED	galano	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	9	Soy el amor de la leyenda antigua,	1 3 7 10	ABBA ABBA CCD EED	antigua	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	10	el indio aquél, crecido en la manigua,	2 4 6 10	ABBA ABBA CCD EED	manigua	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	11	que amó con mansedumbre de paloma.	2 6 10	ABBA ABBA CCD EED	paloma	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	12	Soy, en la idealidad de mi cariño,	1 6 10	ABBA ABBA CCD EED	cariño	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	13	el pétalo de flor que coge el niño	2 6 8 10	ABBA ABBA CCD EED	niño	ABBA	ABBA	CCD	EED	0	
003t	s003t_0067	fil	20	Bernabé, Manuel	AMOR INDIO	Hay un poco de sol. Labriego hermano,	0	14	4	14	y se rompe en los aires, hecho aroma.	3 6 8 10	ABBA ABBA CCD EED	aroma	ABBA	ABBA	CCD	EED	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	1	Tener la bolsa abierta para el pobre,	2 4 6 10	ABBA CDDC EEF GGF	pobre	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	2	tender la mano al mísero cuitado,	2 4 6 10	ABBA CDDC EEF GGF	cuitado	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	3	dar un jugoso préstamo al quebrado,	1 2 4 6 10	ABBA CDDC EEF GGF	quebrado	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	4	sin riesgo de que un día se lo cobre;	2 5 6 9	ABBA CDDC EEF GGF	cobre	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	5	Las crisis resolver en un segundo,	2 6 8 10	ABBA CDDC EEF GGF	segundo	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	6	ser ecuánime en triunfos y reveses,	1 3 6 10	ABBA CDDC EEF GGF	reveses	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	7	no moverse jamás por intereses,	1 3 6 10	ABBA CDDC EEF GGF	intereses	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	8	sin importarle lo que piense el mundo;	4 8 10	ABBA CDDC EEF GGF	mundo	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	9	Mirar la situación con tal grandeza,	2 6 8 10	ABBA CDDC EEF GGF	grandeza	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	10	que nunca ha doblegado la cabeza;	2 3 6 10	ABBA CDDC EEF GGF	cabeza	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	11	—¡ La austera integridad crea sus goces!—	2 6 7 9	ABBA CDDC EEF GGF	goces	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	12	Llegar, en fin, a la más alta cima,	2 4 7 8 10	ABBA CDDC EEF GGF	cima	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	13	esclavo sólo de la propia estima...	2 4 8 10	ABBA CDDC EEF GGF	estima	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0068	fil	20	Bernabé, Manuel	ESE ES EL HOMBRE	Tener la bolsa abierta para el pobre,	0	14	4	14	Ese es el hombre: ALEJANDRO ROCES.	1 2 4 7 9	ABBA CDDC EEF GGF	ROCES	ABBA	CDDC	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	1	La Sibila ha hablado. Y el clarín de la Fama	3 4 5 8 11	BCBC ADAD EEF GGF	Fama	BCBC	ADAD	EEF	GGF	1	ex_subj_verb
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	2	canta a los cuatro vientos el legado real:	1 4 6 10 12	BCBC ADAD EEF GGF	real	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	3	Tres veces a ti salve, oh perínclita dama,	1 2 5 6 9 12	BCBC ADAD EEF GGF	dama	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	4	tan joven y ya tan reina de un imperio oriental.	2 5 7 9 11 14	BCBC ADAD EEF GGF	oriental	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	5	Han venido de lejos desde el Sur hasta el Norte	1 3 6 10 13	BCBC ADAD EEF GGF	Norte	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	6	y del orto al ocaso de nuestras Filipinas	3 6 13	BCBC ADAD EEF GGF	Filipinas	BCBC	ADAD	EEF	GGF	1	ex_dobj_verb
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	7	once damas y doce vasallos a la corte,	1 3 6 9 13	BCBC ADAD EEF GGF	corte	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	8	que son envidia de Pierrots y Colombinas.	2 4 8 12	BCBC ADAD EEF GGF	Colombinas	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	9	Ungido con el óleo lustral carnavalesco,	2 6 9 13	BCBC ADAD EEF GGF	carnavalesco	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	10	a tiempo que yo alzo con aire principesco	2 5 8 12	BCBC ADAD EEF GGF	principesco	BCBC	ADAD	EEF	GGF	1	ex_dobj_verb
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	11	la copa del ensueño a lo alto de mi ideal;	2 6 8 12	BCBC ADAD EEF GGF	ideal	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	12	Hago votos a Momo por que vos, Soberana,	1 3 6 10 13	BCBC ADAD EEF GGF	Soberana	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	13	iniciéis en el reino una paz octaviana,	3 6 7 9 12	BCBC ADAD EEF GGF	octaviana	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0069	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO I	La Sibila ha hablado. Y el clarín de la Fama	0	14	4	14	o una tregua de Dios... ¡ que seáis inmortal!	1 3 6 8 11	BCBC ADAD EEF GGF	inmortal	BCBC	ADAD	EEF	GGF	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	1	Brindo también por estas Musas de carne y hueso,	1 4 6 8 11 12	ABAB CDCD BBE FFE	hueso	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	2	que vierten tropicales esencias de ilusiones,	2 6 9 13	ABAB CDCD BBE FFE	ilusiones	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	3	cortesanas que flechan en un rapto inconfeso,	3 6 9 10 13	ABAB CDCD BBE FFE	inconfeso	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	4	como Eros sagitario, todos los corazones.	2 6 8 13	ABAB CDCD BBE FFE	corazones	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	5	Parecen por lo raro de su culta elegancia	2 6 10 13	ABAB CDCD BBE FFE	elegancia	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	6	y por la orfebrería de sus torsos de luz,	6 9 12	ABAB CDCD BBE FFE	luz	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	7	divinidades frívolas escapadas de Francia,	4 6 11 14	ABAB CDCD BBE FFE	Francia	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	8	o sultanas venidas de Golconda o de Ormuz.	3 6 10 13	ABAB CDCD BBE FFE	Ormuz	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	9	Brindo por mis hermanos, los nuevos Arlequines,	1 6 9 13	ABAB CDCD BBE FFE	Arlequines	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	10	con sus trajes de punta y sus mil colorines,	3 6 9 12	ABAB CDCD BBE FFE	colorines	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	11	los jocundos y heráldicos caballeros de honor;	3 6 11 14	ABAB CDCD BBE FFE	honor	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	12	Por esta juventud, flor y nata de Oriente,	2 6 7 9 12	ABAB CDCD BBE FFE	Oriente	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	13	por las dos cortés regias de Oriente y Occidente;	3 5 6 9 12	ABAB CDCD BBE FFE	Occidente	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0070	fil	20	Bernabé, Manuel	BRINDIS CARNAVALESCO II	Brindo también por estas Musas de carne y hueso,	0	14	4	14	y al fin por la belleza, el arte y el amor.	2 6 8 11	ABAB CDCD BBE FFE	amor	ABAB	CDCD	BBE	FFE	0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	1	¡Reina de la hermosura! Cuando yo era aún niño,	1 6 10 11 12	ABABCDCDEEFGGFHGH	niño					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	2	soñaba en unos lindos juguetes de cartón;	2 4 6 9 13	ABABCDCDEEFGGFHGH	cartón					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	3	en tener zapatitos blancos como el armiño	3 6 8 13	ABABCDCDEEFGGFHGH	armiño					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	4	y lanzar en canutos espumas de jabón.	3 6 9 13	ABABCDCDEEFGGFHGH	jabón					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	5	Después, ya ida la infancia, cuando pacté mis bodas	2 3 6 11 13	ABABCDCDEEFGGFHGH	bodas					1	pb_noun_prep
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	6	con la ilusión y supe de saudades de amor,	4 6 10 13	ABABCDCDEEFGGFHGH	amor					0	
003t	s003t_0071	fil	20	Bernabé, Manuel	ELOGIO DE LA REINA I	¡Reina de la hermosura! Cuando yo era aún niño,	1	17	5	7	soñé en una princesa más hermosa que todas,	2 3 6 8 10 13	ABABCDCDEEFGGFHGH	todas					0	
