n	lnTxt	etiquetado	nbSyl	met	metNoExtra	lnTyp	match
filip	nuestros ensueños, nuestra fe cristiana,	nuestros ensueños, nuestra fe cristiana,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	la mano amiga y el puñal que hiere…	la mano amiga y el puñal que hiere…	11	2 4 7 10	2 4 10	Endecasílabo heroico difuso	0.9
filip	¡Nunca mas! ¡Nunca mas! ¡Cuanto vacío!	¡Nunca mas! ¡Nunca mas! ¡Cuanto vacío!	11	1 4 10	1 4 10	Endecasílabo sáfico difuso pleno	1.0
filip	¡Lo que no ha de volver ! ¡ Desolación !	¡Lo que no ha de volver ! ¡ Desolación !	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	¡Que inmensa soledad y cuanto frío	¡Que inmensa soledad y cuanto frío	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	se siente en el desierto corazón!	se siente en el desierto corazón!	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Y cuanto miedo «de morir, Dios mío,	Y cuanto miedo «de morir, Dios mío,	11	4 8 9 10	4 8 10	Endecasílabo sáfico puro	0.9
filip	cuanto temor por nuestra redención,	cuanto temor por nuestra redención,	11	4 10	4 10	Endecasílabo sáfico difuso	1.0
filip	las mismas ansias de Rubén Darío	las mismas ansias de Rubén Darío	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	y una sed infinita de ilusión.	y una sed infinita de ilusión.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	¡Nunca mas! ¡Nunca mas! Cuanto sarcasmo	¡Nunca mas! ¡Nunca mas! Cuanto sarcasmo	11	1 4 10	1 4 10	Endecasílabo sáfico difuso pleno	1.0
filip	frente a la vida de burdo! y orgasmo	frente a la vida de burdo y   orgasmo	11	1 4 7 10	1 4 10	Endecasílabo sáfico difuso pleno	0.9
filip	de aquel que canta a Pan en su laud,	de aquel que canta a pan en su la~ud	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	Caminar lentamente hacía la muerte	caminar lentamente hac#í la muerte	11	3 4 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
filip	como c\ pobre Verlaine, el alma inerte,	como c\ pobre Verlaine, el alma inerte,	11	2 3 6 8 10	2 6 8 10	Endecasílabo heroico largo	0.9
filip	y llorar por la extinta juventud	y llorar por la extinta juventud	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Yo me río del paria que me insulta	Yo me río del paria que me insulta	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	porque es el dolor mi única riqueza,	porque es el dolor mi única riqueza,	11	2 5 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	y yo me río de la raza inculta	y yo me río de la raza inculta	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	ignara del valor de la pobreza.	ignara del valor de la pobreza.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Es un apostrofe mi risa culta,	Es un apostrofe mi risa culta,	11	1 2 5 8 10	2 6 8 10	Endecasílabo heroico largo	0.7
filip	símbolo de mi ingénita grandeza,	símbolo de mi ingénita grandeza,	11	1 6 10	1 6 10	Endecasílabo enfático puro	1.0
filip	cuando me río de la gente estulta	cuando me río de la gente estulta	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	que pasa sin saber lo que es belleza.	que pasa sin saber lo que es belleza.	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
filip	Y es mi risa tan loca que provoca	Y es mi risa tan loca que provoca	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	un rictus ideográfico en mi boca,	un rictus idográfico en mi boca	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	cuando veo la risa patriarcal	cuando veo la risa patriarcal	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	de la gente que ignora mi tortura,	de la gente que ignora mi tortura,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	de los que no comprenden mi locura,	de los que no comprenden mi locura,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	mi vida y mi cansancio intelectual.	mi vida y mi cansancio intelectual.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Sobre la ciudad Blanca del misterio	Sobre la ciudad Blanca del misterio	11	5 6 10	6 10	Endecasílabo vacío puro	0.9
filip	donde crecen las rosas de la muerte,	donde crecen las rosas de la muerte,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	este canto vibró "de mi salterio,	este canto vibró "de mi salterio,	11	1 3 6 7 10	1 3 6 10	Endecasílabo melódico corto	0.9
filip	lágrimas breves para un cuerpo inerte.	lágrimas breves para un cuerpo inerte.	11	1 4 7 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	Dulce Rosa del blanco cementerio	Dulce Rosa del blanco cementerio	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	arrebatada por la infausta suerte;	arrebatada por la infausta suerte;	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	tú y yo tuvimos nuestro azul imperio	tú y yo tuvimos nuestro azul imperio	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	en el estro que en verso se convierte.	en el estro que en verso se convierte.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Yertas las alas y las áureas galas	yertas las alas y las áras galas	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	que tú tuviste en tu banal carrera,	que tú tuviste en tu banal carrera,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	hermana, que contigo sea Palas.	hermana, que contigo sea Palas.	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
filip	Yo también soy un alma prisionera,	yo tambi~én soy un alma prisionera	11	1 4 5 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	0.9
filip	mas aun quiero remontar mis alas	mas a~un quiero remontar mis alas	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	sobre las cumbres de la azul quimera…	sobre las cumbres de la azul quimera…	12	4 8 11	-	Dodecasílabo	1.0
filip	Sed tengo. Padre Mío, sed ardiente	Sed tengo. Padre Mío, sed ardiente	11	1 2 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	0.9
filip	de infinitas dulzuras celestiales;	de infinitas dulzuras celestiales;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Sed ardiente de nueva fe ferviente	Sed ardiente de nueva fe ferviente	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
filip	Que mi alma cure de sus torpes males.	Que mi alma cure de sus torpes males.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Sed, Padre Eterno, para que en la mente	Sed, Padre Eterno, para que en la mente	11	1 2 4 10	2 4 10	Endecasílabo heroico difuso	0.9
filip	de los hombres perduren mis ideales,	de los hombres perduren mis idales	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	y no muera en la tierra Tu simiente,	y no muera en la tierra Tu simiente,	11	2 3 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	y viva Tu razón en los mortales.	y viva Tu razón en los mortales.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Sed, a que sean con mi fin, cristianos	Sed, a que sean con mi fin, cristianos	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	y se abracen, los hombres, cual hermanos,	y se abracen, los hombres, cual hermanos,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Sed, para que en tus brazos quede preso	Sed, para que en tus brazos quede preso	11	1 6 8 10	1 6 8 10	Endecasílabo enfático pleno	1.0
filip	y al fin me dieras tu deseado Reino.	y al fin me dieras tu desado reino	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Sed del Ser Máximo Creador Divino,	sed del ser máximo crador divino	11	1 3 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	Sed del Sagrado Fuego de Tu beso.	Sed del Sagrado Fuego de Tu beso.	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	¡Está triste Don Quijote! En el llano	¡Está triste Don Quijote! En el llano	11	2 3 7 10	2 6 10	Endecasílabo heroico puro	0.7
filip	analiza el horizonte lejano,	analiza el horizonte lejano,	11	3 7 10	3 6 10	Endecasílabo melódico puro	0.8
filip	y camina tras las huellas del sol.	y camina tras las huellas del sol.	11	3 7 10	3 6 10	Endecasílabo melódico puro	0.8
filip	Sueña, ¡oh Triste Caballero! Tu hazaña	Sueña, ¡oh Triste Caballero! Tu hazaña	11	1 2 3 7 10	1 3 6 10	Endecasílabo melódico corto	0.7
filip	formidable vivirá con España,	formidable vivirá con España,	11	3 7 10	3 6 10	Endecasílabo melódico puro	0.8
filip	mientras viva un peregrino español.	mientras viva un peregrino español.	11	3 4 7 10	4 10	Endecasílabo sáfico difuso	0.8
filip	No es España la nación portentosa	No es España la nación portentosa	11	1 3 7 10	1 3 6 10	Endecasílabo melódico corto	0.8
filip	que dio al mundo por herencia el metal,	que dio al mundo por herencia el metal,	11	2 3 7 10	2 6 10	Endecasílabo heroico puro	0.7
filip	es la raza vieja, Taza gloriosa,	es la raza vieja, Taza gloriosa,	11	1 3 5 7 10	1 3 6 10	Endecasílabo melódico corto	0.7
filip	siempre grande, siempre audaz e inmortal.	siempre grande, siempre audaz e inmortal.	11	1 3 5 7 10	1 3 6 10	Endecasílabo melódico corto	0.7
filip	No es España la nación perniciosa	No es España la nación perniciosa	11	1 3 7 10	1 3 6 10	Endecasílabo melódico corto	0.8
filip	cuya norma as engendrar lo fatal,	cuya norma as engendrar lo fatal,	11	3 4 7 10	4 10	Endecasílabo sáfico difuso	0.8
filip	es luz, ciencia, inspiración prodigiosa,	es luz, ciencia, inspiración prodigiosa,	11	1 2 3 7 10	1 3 6 10	Endecasílabo melódico corto	0.7
filip	Esa España de Ramón y Cajal.	Esa España de Ramón y Cajal.	11	1 3 7 10	1 3 6 10	Endecasílabo melódico corto	0.8
filip	Este señor Alcalde, Juan Posadas,	Este señor Alcalde, Juan Posadas,	11	1 4 6 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	1.0
filip	De todos los que hubimos el mejor,	De todos los que hubimos el mejor,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Es capaz de magníficas cruzadas	Es capaz de magníficas cruzadas	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	Y cantar a la Iberia con amor.	Y cantar a la Iberia con amor.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Un día quiso reformar el mundo	Un día quiso reformar el mundo	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	Y fué de sus caminos dictador,	Y fué de sus caminos dictador,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Y supo del dolor del vagabundo	Y supo del dolor del vagabundo	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Señor Quijote, el triste soñador.	Señor Quijote, el triste soñador.	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	Señor: aquel andante caballero	Señor: aquel andante caballero	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	Alma fuerte del bravo cancionero,	Alma fuerte del bravo cancionero,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	De nuestras tierras nunca partirá...	De nuestras tierras nunca partirá...	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Hambre tendrá, mas cantará a la luna	Hambre tendrá, mas cantará a la luna	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	A pesar de su trágica fortuna,	A pesar de su trágica fortuna,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Y mientras viva España, vivirá...	Y mientras viva España, vivirá...	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	¿Majestad? ¡Por qué no! Vos sois reina	majestad por qué no vos so~is reina	11	3 5 6 7 8 10	3 6 8 10	Endecasílabo melódico largo	0.8
filip	augusta del país de la ilusión;	augusta del país de la ilusión;	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	es azul vuestra tierna peregrina	es azul vuestra tierna peregrina	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	y tenéis por solio el corazón;	y tenéis por solio el corazón;	10	3 5 9	3 5 9	Decasílabo melódico puro	1.0
filip	donde el odio no alcanza, ni la inquina	donde el odio no alcanza, ni la inquina	11	3 5 6 10	3 6 10	Endecasílabo melódico puro	0.9
filip	humana triunfa sobre la razón,	humana triunfa sobre la razón,	11	2 4 10	2 4 10	Endecasílabo heroico difuso	1.0
filip	donde es amor y la canción divina,	donde es amor y la canción divina,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	tranquila y suave como una oración.	tranquila y suave como una oración.	11	2 4 7 10	2 4 10	Endecasílabo heroico difuso	0.9
filip	Porque vos sois mujer y yo poesía	porque vos sois mujer y yo p#es#í	11	3 4 6 8 10	3 6 8 10	Endecasílabo melódico largo	0.9
filip	por vuestro reino cante la armonía,	por vuestro reino cante la armonía,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	y siendo el amor la única verdad,	y siendo el amor la única verdad,	11	2 5 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	como en los cuentos de hadas, yo os deseo	como en los cuentos de hadas, yo os deseo	11	4 6 8 10	4 6 8 10	Endecasílabo sáfico largo	1.0
filip	un rey galante o un audaz Romeo.	un rey galante o un audaz Romeo.	10	1 2 4 5 7 9	2 4 7 9	Decasílabo heroico hemistiquial pleno doble	0.7777777777777778
filip	Y por ser mujer, ¡Salve, Majestad!	Y por ser mujer, ¡Salve, Majestad!	11	3 5 6 10	3 6 10	Endecasílabo melódico puro	0.9
filip	Divina Mandi, Rosa cebuana,	Divina Mandi, Rosa cebuana,	10	2 4 6 9	2 4 6 9	Decasílabo heroico hemistiquial pleno	1.0
filip	mi dulce hermana, primaveral;	mi dulce hermana, primaveral;	10	2 4 9	2 4 9	Decasílabo heroico hemistiquial puro	1.0
filip	son tus sonrisas y tus andares,	son tus sonrisas y tus andares,	10	1 4 9	1 4 9	Decasílabo sáfico corto	1.0
filip	dulces cantares de un madrigal.	dulces cantares de un madrigal.	10	1 4 6 9	1 4 6 9	Decasílabo sáfico dactílico doble (1,4+1,4)	1.0
filip	Yo te presiento en mis saudades	yo te presiento   en mis saudades	10	1 4 9	1 4 9	Decasílabo sáfico corto	1.0
filip	y soledades por lo inmortal,	y soledades por lo inmortal,	10	4 9	4 9	Decasílabo sáfico doble	1.0
filip	cual alba roja de ensoñaciones	cual alba roja de ensoñaciones	10	2 4 9	2 4 9	Decasílabo heroico hemistiquial puro	1.0
filip	y de canciones en mi rosal.	y de canciones en mi rosal.	10	4 9	4 9	Decasílabo sáfico doble	1.0
filip	¿Como decirte en pocas líneas	como decirte   en pocas línas	10	4 7 9	4 7 9	Decasílabo sáfico largo	1.0
filip	muy apolíneas que son tus risas	muy apolíneas que son tus risas	10	1 3 7 9	1 3 7 9	Decasílabo melódico semipleno largo	1.0
filip	blancas; sonrisas del mes de Abril?	blancas; sonrisas del mes de Abril?	10	1 4 7 9	1 4 7 9	Decasílabo sáfico pleno 	1.0
filip	Poeta del siglo yo te deseo	Poeta del siglo yo te deseo	11	2 5 7 10	2 6 10	Endecasílabo heroico puro	0.7
filip	como trofeo, flores y flores,	como trofeo, flores y flores,	10	4 6 9	4 6 9	Decasílabo sáfico puro	1.0
filip	muchos cantores, oro y marfil...	muchos cantores, oro y marfil...	10	1 4 6 9	1 4 6 9	Decasílabo sáfico dactílico doble (1,4+1,4)	1.0
filip	¡Rosarito! Cantarte no sería	¡Rosarito! Cantarte no sería	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
filip	empresa loca si no fueran versos	empresa loca si no fueran versos	11	2 4 7 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	0.9
filip	tus ojos, claros como el mediodía,	tus ojos, claros como el mediodía,	11	2 4 10	2 4 10	Endecasílabo heroico difuso	1.0
filip	y tus risas, dulcísimos scherzos.	y tus risas, dulcísimos scherzos.	10	3 6 9	3 6 9	Decasílabo dactílico puro 	1.0
filip	Cantarte, Rosarito, equivaldría	Cantarte, Rosarito, equivaldría	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	a robar el carmín de tus perverso;	a robar el carmín de tus perverso;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	labios; romper .sería la armonía	labios; romper .sería la armonía	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	de tus líneas en fútiles esfuerzo«.	de tus línas en fútiles esfuerzo	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Por eso no me atrevo a ensalzarte	Por eso no me atrevo a ensalzarte	10	2 4 6 9	2 4 6 9	Decasílabo heroico hemistiquial pleno	1.0
filip	ni a cantar tu divina elforescencia,	ni a cantar tu divina elforescencia,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	porque eres tú, la concreaeión del arte.	porque eres tú la concraeión del arte	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Y siendo tú de celestial esencia,	Y siendo tú de celestial esencia,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	yo que tengo lo azul por estandarte,	yo que tengo lo azul por estandarte,	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	calla mi clave, a tu gentil presencia.	calla mi clave, a tu gentil presencia.	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	Era como una rosa que entreabiera	era como una rosa que entrabiera	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	Su cáliz al fulgor do la mañana,	Su cáliz al fulgor do la mañana,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Y Rosa eró su nombre, su patria era	Y Rosa eró su nombre, su patria era	11	2 4 6 9 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	Un templo antiguo de una edad lejana.	Un templo antiguo de una edad lejana.	11	1 2 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	0.9
filip	El, un abate de la azul quimera,	El, un abate de la azul quimera,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Puñal al cinto, la canción hispana,	Puñal al cinto, la canción hispana,	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	No presintió en su rápida carrera,	No presintió en su rápida carrera,	11	1 4 6 10	1 4 6 10	Endecasílabo sáfico corto pleno	1.0
filip	El albo sueño de la rosa hermana.	El albo sueño de la rosa hermana.	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Fuese tras la visión el alma pura	Fuese tras la visión el alma pura	11	1 6 8 10	1 6 8 10	Endecasílabo enfático pleno	1.0
filip	De la rosa que aún sueña y "delira	De la rosa que aún sueña y "delira	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
filip	Por el cantor de ascética figura.	Por el cantor de ascética figura.	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	En otras tierras resonó la lira	En otras tierras resonó la lira	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Del galán de la eterna desventura,	Del galán de la eterna desventura,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Mientras la rosa, pálida suspira...	Mientras la rosa, pálida suspira...	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Sobre el verdor inmenso del paisaje	Sobre el verdor inmenso del paisaje	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	.se destacan los búfalos enormes;	.se destacan los búfalos enormes;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Helios, rojo, detiene sa carruaje	Helios, rojo, detiene sa carruaje	11	1 3 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	1.0
filip	y lanza sus centellas multiformes.	y lanza sus centellas multiformes.	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Tlay un rumor extraño en el boscaje	tlay   un rumor extraño en el boscaje	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	de ninfas y de sátiros deformes;	de ninfas y de sátiros deformes;	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	rumor de risa equívoca y salvaje	rumor de risa equívoca y salvaje	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	de almas locas y seres uniformes.	de almas locas y seres uniformes.	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	La tarde .solemniza su sonrisa	La tarde .solemniza su sonrisa	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	opulenta en las alas de la brisa;	opulenta en las alas de la brisa;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	en el azul el eco sugestivo	en el azul el eco sugestivo	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	fjue dice a nuestras almas la bollera	fjue dice a nuestras almas la bollera	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	de lo existente y la vital grandeza	de lo existente y la vital grandeza	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	del culto ambiguo v florestal del chivo.	del culto ambiguo v florestal del chivo.	12	2 4 6 9 11	-	Dodecasílabo	1.0
filip	Majestad: aún perdum la quimera	Majestad: aún perdum la quimera	11	3 5 7 10	3 6 10	Endecasílabo melódico puro	0.7
filip	Que en tu vida te trajo la ficción.;	Que en tu vida te trajo la ficción.;	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Por la gloriosa y tierna primavera,	Por la gloriosa y tierna primavera,	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	Eres reina gentil del corazón. ..	Eres reina gentil del corazón. ..	11	1 3 6 10	1 3 6 10	Endecasílabo melódico corto	1.0
filip	Pasarán las modernas cenicientas	Pasarán las modernas cenicientas	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Por el trono de un breve Garnaval,	Por el trono de un breve Garnaval,	11	3 5 6 10	3 6 10	Endecasílabo melódico puro	0.9
filip	Mas serán las virtudes que tu alientas,	Mas serán las virtudes que tu alientas,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	El tesoro del alma nacional.	El tesoro del alma nacional.	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Acaso, al terso espejo, cierto día,	Acaso, al terso espejo, cierto día,	11	2 4 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	1.0
filip	übn acre y nocturnal melancolía,	übn acre y nocturnal melancolía,	11	1 2 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	Preguntes: "¿la más bella, di, quien es?",	Preguntes: "¿la más bella, di, quien es?",	11	2 4 5 6 8 10	2 4 6 8 10	Endecasílabo heroico pleno	0.9
filip	Mas, entonces, esposa idolatrada,	Mas, entonces, esposa idolatrada,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Responderá la imagen, resignada:	Responderá la imagen, resignada:	11	4 6 10	4 6 10	Endecasílabo sáfico corto	1.0
filip	"Lo más bello, lo tienes a tus pies"...	"Lo más bello, lo tienes a tus pies"...	11	1 2 3 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
filip	Frente al espejo de la Blanca Nieve	Frente al espejo de la Blanca Nieve	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	Contempló su hermosura esta mujer,	Contempló su hermosura esta mujer,	11	3 6 7 10	3 6 10	Endecasílabo melódico puro	0.9
filip	Y sonrió complacida la diosa Hebe	Y sonrió complacida la diosa Hebe	11	3 6 9 10	3 6 10	Endecasílabo melódico puro	0.9
filip	Al ver las perfecciones de su ser...	Al ver las perfecciones de su ser...	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Sobro el niveo cristal de un quieto lago	sobro el niv#ó cristal de un quieto lago	11	1 4 6 7 8 10	1 4 6 8 10	Endecasílabo sáfico pleno	0.9
filip	La vieron como un cisne singular;	La vieron como un cisne singular;	11	2 5 6 10	2 6 10	Endecasílabo heroico puro	0.9
filip	Y no hubo causa de inquirir al mago	Y no hubo causa de inquirir al mago	11	2 4 8 10	2 4 8 10	Endecasílabo sáfico largo pleno	1.0
filip	Quien era la mas bella del lugar...	Quien era la mas bella del lugar...	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Y es quo Rosita vino con la aurora	Y es quo Rosita vino con la aurora	11	1 2 4 6 10	2 4 6 10	Endecasílabo heroico corto	0.9
filip	Al estallar con sus encantos Flora	Al estallar con sus encantos Flora	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	En medio de la agreste floración,	En medio de la agreste floración,	11	2 6 10	2 6 10	Endecasílabo heroico puro	1.0
filip	Y robó de los cielos su blancura,	Y robó de los cielos su blancura,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	Do los jazmines su fragancia pura,	Do los jazmines su fragancia pura,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	Esta rosa del monte Canhon...	Esta rosa del monte Canhon...	9	1 3 6 8	1 3 6 8	Eneasílabo melódico pleno largo	1.0
filip	La inquietud de la vida que se pierde	La inquietud de la vida que se pierde	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	en espera de aquella que vendrá,	en espera de aquella que vendrá,	11	3 6 10	3 6 10	Endecasílabo melódico puro	1.0
filip	la lentitud que el corazón me muerde,	la lentitud que el corazón me muerde,	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	¿Oh cuándo, señor mío, llegará?	¿Oh cuándo, señor mío, llegará?	11	1 2 5 6 10	2 6 10	Endecasílabo heroico puro	0.8
filip	Con la frente serena yo la espero;	Con la frente serena yo la espero;	11	3 6 8 10	3 6 8 10	Endecasílabo melódico largo	1.0
filip	Sé que algún día triste llamará;	Sé que algún día triste llamará;	11	1 3 4 6 10	1 3 6 10	Endecasílabo melódico corto	0.9
filip	La reto a todas horas y la inquiero:	La reto a todas horas y la inquiero:	11	2 4 6 10	2 4 6 10	Endecasílabo heroico corto	1.0
filip	¿Si eres fuerte, por qué no vienes ya?	¿Si eres fuerte, por qué no vienes ya?	11	1 3 6 7 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
filip	Ha de llegar y llamará a mi puerta,	Ha de llegar y llamará a mi puerta,	11	1 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	1.0
filip	Y al presentir su intención abierta,	y al presentir su   intención abierta	11	4 8 10	4 8 10	Endecasílabo sáfico puro	1.0
filip	Como un iluso, gritaré:¿"quién es"?	Como un iluso, gritaré:¿"quién es"?	11	2 4 9 10	2 4 10	Endecasílabo heroico difuso	0.9
filip	Más yo, Señor, que la esperaba tanto,	Más yo, Señor, que la esperaba tanto,	11	1 2 4 8 10	1 4 8 10	Endecasílabo sáfico puro pleno	0.9
filip	habré de suplicar, deshecho en llanto:	habré de suplicar, deshecho en llanto:	11	2 6 8 10	2 6 8 10	Endecasílabo heroico largo	1.0
filip	"No te acerques, más tarde, más después"...	"No te acerques, más tarde, más después"...	11	1 3 5 6 8 10	1 3 6 8 10	Endecasílabo melódico pleno	0.9
